Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
1434,10634318,"mohamed benhadjnasr","2023-07-02 21:40:52",0.78468,3,mohamedbenhadjnasr
1435,10575714,mitruhaa,"2023-07-06 00:29:46",0.78468,10,mitruhaa
1436,10586266,"Kei #4","2023-07-03 04:34:37",0.78468,2,takutofukuoka
1437,10635694,ttking,"2023-07-03 07:08:19",0.78468,3,ttking
1438,10312221,yoshio13,"2023-07-03 09:25:11",0.78468,1,yoshio13
1439,10636252,"Omar AlMujaljel","2023-07-03 09:41:48",0.78468,1,omaralmujaljel
1440,10569936,"Utkarsh Malaiya","2023-07-03 12:36:27",0.78468,2,utkmal
1441,10610470,sohyunb,"2023-07-04 06:28:40",0.78468,4,sohyunb
1442,10631336,"ML Mani","2023-07-04 06:40:59",0.78468,30,mlmani
1443,10639189,satoken04,"2023-07-15 15:08:16",0.78468,12,satoken04
1444,10640430,"Amitosh Acharya","2023-07-04 08:50:05",0.78468,4,amitoshacharya
1445,10631239,XavierSpycy,"2023-08-02 11:28:19",0.78468,12,xavierspycy
1446,10641210,"Gokul A K","2023-07-04 12:17:39",0.78468,1,akg210
1447,10641333,Priyanshu_1Mittal,"2023-07-04 12:51:33",0.78468,1,priyanshu1mittal
1448,10637301,"Dohyeok Kim","2023-07-04 13:15:23",0.78468,9,dohyeokkim
1449,10634471,"Mert Bayraktar","2023-07-04 13:53:28",0.78468,7,mertbayraktar
1450,10641610,tattsu3,"2023-07-04 14:38:22",0.78468,3,tattsu3
1451,10463387,"Piotr Machaj","2023-07-04 19:33:54",0.78468,1,piotrmachaj
1452,10631537,"salim habchi","2023-07-06 03:52:31",0.78468,15,salimhabchi
1453,9762506,"Ahmed El-Taher","2023-07-05 03:19:53",0.78468,3,ahmedelkelany
1454,10637641,Wartekq,"2023-07-05 12:02:21",0.78468,16,blacktario
1455,10645174,DeminPavel,"2023-07-05 12:03:34",0.78468,2,deminpavel
1456,10646483,"HARI KRISHNA P A","2023-07-05 18:07:22",0.78468,1,harikrishnapa
1457,10646646,"Sathwik #2","2023-07-05 19:07:54",0.78468,1,twix85
1458,416134,"Jasper Alblas","2023-07-05 19:35:34",0.78468,8,jalblas
1459,10646822,"Dilan David","2023-07-06 05:44:40",0.78468,2,misterdabu
1460,10637123,"蛇 Hebi69","2023-07-06 09:27:47",0.78468,6,hebi69
1461,10649125,best_jun_yu,"2023-07-06 09:57:27",0.78468,1,bestjunyu
1462,10637052,"Olly Gedney","2023-07-06 11:26:42",0.78468,3,ollygedney
1463,10648793,"Théodore Jankowiak","2023-07-06 14:57:11",0.78468,9,thodorejankowiak
1464,10637834,"Pramish Dahal","2023-07-06 19:24:12",0.78468,2,pramishdahal
1465,3424739,"Sourabha Bharadwaj B M","2023-07-06 19:45:51",0.78468,5,bmsb235
1466,10652238,jkkim_DS64,"2023-07-07 06:17:21",0.78468,1,jkkimds64
1467,10652487,"Helen #10","2023-07-07 07:51:12",0.78468,4,helen22
1468,10650171,weizuyuan,"2023-07-07 12:03:23",0.78468,11,weizuyuan
1469,10171079,saad_H.altamari,"2023-07-08 21:27:47",0.78468,13,saadaltamari
1470,10646407,"Davide Garcia","2023-07-07 17:17:45",0.78468,9,davidegarcia
1471,10632616,"YOSHIDA Soushi","2023-07-10 01:19:47",0.78468,20,yoshidasoushi
1472,6910835,"Davyd Fridman","2023-07-07 20:29:44",0.78468,4,davydfridman
1473,10630883,mhjzhlbn,"2023-07-07 21:55:59",0.78468,7,mhjzhlbn
1474,3992779,nithish16,"2023-07-08 08:11:49",0.78468,11,nithish16
1475,10655641,"None Wanitchollakit","2023-07-08 07:53:33",0.78468,2,nonewanitchollakit
1476,8299471,Pushpavel,"2023-07-08 11:15:29",0.78468,4,pushpavel
1477,3041327,DoLIF,"2023-07-08 18:35:13",0.78468,3,medolif
1478,10656612,shiinaneko,"2023-07-08 14:28:26",0.78468,2,shiinaneko
1479,10627550,osuora59,"2023-07-18 15:10:13",0.78468,10,osuora59
1480,10657483,"Will Coplan","2023-07-08 23:35:28",0.78468,1,willcoplan
1481,10657510,"Dipesh Trikam","2023-07-09 00:27:10",0.78468,3,dipeshtrikam
1482,10603579,LuckyCat7,"2023-08-13 06:49:26",0.78468,22,itlab7
1483,10657732,AnjanStha,"2023-07-09 03:20:33",0.78468,1,anjanstha
1484,10643900,notMkhlf,"2023-07-10 00:14:48",0.78468,12,notmkhlf
1485,10602246,"Rafael Felipe Oliveira","2023-07-09 15:52:31",0.78468,12,rafaelfelipeoliveira
1486,10605021,"Sahil Bhandari","2023-07-09 15:33:06",0.78468,8,bhandarisahil
1487,7056712,"Chaitanya Pattapagala","2023-07-09 17:13:05",0.78468,1,chaitu554
1488,10291987,"Evan Raju","2023-07-09 19:48:07",0.78468,2,evanraju
1489,10608509,Hubizon,"2023-07-09 21:00:41",0.78468,7,hubizon
1490,9552677,"Denis Shpilka","2023-07-09 23:47:03",0.78468,3,denisshpilka
1491,10657650,MoguwX,"2023-07-10 01:17:23",0.78468,3,moguwx
1492,10660743,"Chris McCann1337","2023-07-10 05:40:42",0.78468,6,chrismccann1337
1493,10661343,"Zhiyuan Ren #2","2023-07-10 07:55:02",0.78468,1,zhiyuanren0603
1494,7740654,"Vedant Mayekar4550","2023-08-04 16:05:38",0.78468,54,vedantmayekar4550
1495,10663657,GK4200,"2023-07-13 21:19:17",0.78468,5,gk4200
1496,10669989,KG,"2023-07-12 03:00:01",0.78468,2,kaifenggu
1497,10670013,"Hrishikesh Rajesh Kumar","2023-07-11 19:59:46",0.78468,1,hrishikeshrk
1498,10670471,"Özdemir Özkum","2023-07-14 06:08:23",0.78468,17,ozdemirozkum
1499,10670737,fffstudy,"2023-07-12 01:30:26",0.78468,1,fffstudy
1500,10671056,yichenwang0,"2023-07-12 07:40:06",0.78468,4,yichenwang0
1501,10669035,大谷和菜,"2023-07-14 06:04:55",0.78468,3,kazunaotani
1502,10671774,"Shashank Shukla #2","2023-07-12 06:54:17",0.78468,1,shashankshukla123123
1503,10671442,秋枫（miniti233）,"2023-07-14 06:39:16",0.78468,7,miniti233
1504,10662524,"Chuanchang Zhang","2023-08-01 08:10:36",0.78468,54,chuanchangzhang
1505,9824868,"erie erie2","2023-07-12 14:12:06",0.78468,3,erieerie2
1506,10667672,Attarl,"2023-07-14 06:37:33",0.78468,19,attarl
1507,10673913,"Radu Cioaca","2023-07-12 20:26:57",0.78468,2,raducioaca
1508,10669386,DevinRShaw,"2023-07-12 16:24:23",0.78468,5,devinrshaw
1509,10674829,"Michael Detsis","2023-07-12 21:48:59",0.78468,5,mdetsis1
1510,10675214,"Sam Holt","2023-07-26 16:48:18",0.78468,6,samholt
1511,10675674,alijie1037,"2023-07-13 03:12:55",0.78468,1,alijie1037
1512,10676028,KungSuk,"2023-07-13 05:15:32",0.78468,1,kungsuk
1513,10676217,srik.py,"2023-07-13 06:08:43",0.78468,1,srikpy
1514,10677314,Shakhauat,"2023-08-04 04:39:47",0.78468,2,shakhauat
1515,10677807,"Ivan Valentinov","2023-07-13 13:09:03",0.78468,1,ivanvalentinov
1516,10674792,"Ferry Alice","2023-07-13 21:39:56",0.78468,3,ferryalice
1517,10534573,Aygul_SA,"2023-08-20 19:50:12",0.78468,6,aygulsa
1518,10674181,"Amine Kobeissi","2023-07-15 00:06:07",0.78468,5,aminekobeissi
1519,10661601,neo_xch,"2023-07-14 02:55:34",0.78468,13,neoxch
1520,881292,Mikio,"2023-07-14 06:46:19",0.78468,1,mk102102
1521,10680583,InterstellarMedium,"2023-07-14 08:44:34",0.78468,3,interstellarmedium
1522,10676385,HANCHOYUN,"2023-07-14 08:44:41",0.78468,6,hanchoyun
1523,10681037,N.H,"2023-07-14 08:57:00",0.78468,2,nambuh
1524,10654670,"Neemias Bucéli","2023-07-14 11:51:24",0.78468,50,neemiasbucli
1525,10074547,"Ying #6","2023-07-14 13:47:54",0.78468,4,orangeying
1526,10682298,"Paolo Becciu","2023-07-14 15:23:21",0.78468,2,paolobecciu
1527,10071142,yutoota299,"2023-07-14 16:30:20",0.78468,1,yutoota299
1528,10683994,"Jihyun Jeons","2023-07-15 05:57:17",0.78468,1,jihyunjeons
1529,10673706,neruman2230,"2023-07-15 06:50:41",0.78468,4,neruman2230
1530,7017380,yusaku.m,"2023-07-15 06:52:48",0.78468,3,yusakum
1531,10684967,"tty CCHM","2023-07-15 12:33:10",0.78468,1,ttycchm
1532,3584067,Miharu,"2023-07-15 13:56:49",0.78468,1,miharu
1533,8301970,"Elias Jaffe","2023-08-14 04:16:04",0.78468,20,eliasjaffe
1534,10686620,"Kimi Chen","2023-07-21 07:30:49",0.78468,2,kimichen1115
1535,10686672,"Nexus Plus","2023-08-04 14:07:30",0.78468,3,nexusplus
1536,10686322,"Stan Mihai","2023-07-16 07:05:19",0.78468,16,stanmihai
1537,10687397,"Julian Zille","2023-07-16 08:55:55",0.78468,4,julianzille
1538,10514599,"Kanhaiya Lal Gurjar","2023-07-16 09:47:19",0.78468,3,kanhaiyalalgurjar
1539,10683597,lilianart29,"2023-07-16 13:42:58",0.78468,6,lilianart29
1540,10683603,"Amy J. Chiu","2023-07-23 12:06:32",0.78468,12,amyjchiu
1541,10688147,"József Molnos","2023-07-16 14:15:27",0.78468,5,jzsefmolnos
1542,10688233,"mi Watanabe","2023-08-20 03:23:07",0.78468,8,miwatanabe
1543,10687347,RC25,"2023-07-17 07:28:21",0.78468,20,rc2520
1544,10111340,"Ibrahim Adeoye","2023-07-16 17:15:58",0.78468,1,ibrahimadeoye
1545,10291941,"Giridharan Ilango","2023-07-16 17:27:41",0.78468,1,giridharanilango
1546,10689197,Ajith_Samraj_001,"2023-07-16 22:18:29",0.78468,3,ajithsamraj001
1547,10688160,kxZongoing,"2023-07-17 07:02:10",0.78468,8,kxzongoing
1548,10682009,"Hamza Amir #2","2023-07-17 14:07:15",0.78468,6,hamzaamir0616
1549,10695534,"Nguyen Vinh Hien","2023-07-18 10:29:46",0.78468,4,nguyenvinhhien
1550,10691442,shima40,"2023-07-18 14:18:12",0.78468,13,shima40
1551,10696341,Remote2505,"2023-07-18 14:51:47",0.78468,1,remote2505
1552,10691311,"Rishav dadwal","2023-07-18 15:26:26",0.78468,11,rishavdadwal
1553,10696651,"Mart van der Kuil","2023-07-18 16:03:43",0.78468,1,martvanderkuil
1554,10697317,StanleyZhang,"2023-07-18 19:39:08",0.78468,1,stanleyz97
1555,10691288,"Eryk Mikołajek","2023-07-18 21:07:17",0.78468,11,erykmikoajek
1556,10699183,longwind1t,"2023-07-19 09:15:55",0.78468,2,longwind134
1557,10686329,"Joaquin Dalmasso","2023-07-19 21:38:50",0.78468,2,joaquindalmasso
1558,8457479,"Taiyo Nakagawa","2023-07-20 01:36:47",0.78468,8,taiyonakagawa
1559,10680839,ShueiSato,"2023-08-09 01:28:11",0.78468,41,shueisato
1560,10647935,"yuka okadaaaaa","2023-08-03 04:19:31",0.78468,14,yukaokadaaaaa
1561,10703259,"Abhishek Gupta0695","2023-07-20 07:51:43",0.78468,3,abhishekgupta0695
1562,10703913,havokmaster,"2023-07-20 08:26:01",0.78468,2,havokmaster
1563,10703080,ojaswii,"2023-07-20 09:29:14",0.78468,6,ojzxzzz
1564,3915024,"Hamed JOORATI","2023-08-08 13:42:22",0.78468,27,hamedjoorati
1565,9499413,JAdelhelm,"2023-08-12 15:48:40",0.78468,17,jadelhelm
1566,10691031,"Aratrik Basak","2023-07-20 14:50:22",0.78468,2,aratrikbasak
1567,10705523,"Maryjoise Karla Buan","2023-07-20 16:10:47",0.78468,10,maryjoisekarlabuan
1568,6658156,"Daniel Bockner","2023-07-20 21:02:41",0.78468,2,danielbockner
1569,10705282,"Michael Corleone Napiza","2023-08-07 02:55:52",0.78468,24,michaelnapiza
1570,10703271,"Anirudh Venkateswaran","2023-07-21 04:21:56",0.78468,18,anirudhvenkateswaran
1571,10547977,"Xupeng Wei","2023-07-22 16:03:55",0.78468,45,xupengwei
1572,10707152,"Ben Thon","2023-07-21 09:13:24",0.78468,8,plthon
1573,10657454,"Tanmay Jain #8","2023-08-02 11:44:47",0.78468,25,tanmay9516
1574,10340124,"Rok Medves","2023-07-21 10:41:34",0.78468,1,rokmedves
1575,10708775,f3IyfR,"2023-07-21 11:35:45",0.78468,1,f3iyfr
1576,9736232,rocketbiz,"2023-08-05 15:41:37",0.78468,26,rocketbiz
1577,10709800,Bushi99,"2023-07-21 17:55:41",0.78468,1,bushi99
1578,10686435,neko10dorakichi,"2023-08-08 14:08:42",0.78468,8,neko10dorakichi
1579,10703819,"Андрей Данилин","2023-07-22 19:10:11",0.78468,6,czardust
1580,6642641,AnthonyMesh,"2023-08-20 05:05:04",0.78468,9,anthonymesh
1581,10713064,"Oskar Wallberg","2023-07-23 00:44:06",0.78468,3,oskarwallberg
1582,4170430,"Qayum Khan","2023-07-23 04:04:42",0.78468,1,qayumkhan
1583,10713847,"hahhaf1 joy","2023-07-23 09:21:26",0.78468,2,hahhaf1joy
1584,10714185,"Siddharth Rakshit","2023-07-23 11:53:38",0.78468,2,siddharthrakshit
1585,10088182,"Manoj Prem S M","2023-07-23 13:32:55",0.78468,4,manojpremsm
1586,10714835,"Vaishnavi Lugade","2023-07-23 14:55:27",0.78468,1,vaishnavilugade
1587,6849242,qinggedada,"2023-07-23 15:26:19",0.78468,1,qinggedada
1588,4928895,"Darra Duan","2023-08-10 07:28:52",0.78468,11,darraduan
1589,10690289,wlgnsNam,"2023-07-24 01:41:55",0.78468,4,wlgnsnam
1590,10703482,leeseungun12,"2023-07-24 02:47:37",0.78468,13,leeseungun12
1591,10703557,LEEKWANYEONG,"2023-07-24 02:46:49",0.78468,4,leekwanyeong
1592,10703567,Andrew_Park04,"2023-07-24 02:47:01",0.78468,3,andrewpark04
1593,10703546,LEESINYOUNG,"2023-07-24 02:48:44",0.78468,4,leesinyoung
1594,10703545,ekekekey,"2023-07-24 02:50:20",0.78468,3,ekekekey
1595,10703541,mokabang,"2023-07-24 02:50:31",0.78468,5,mokabang
1596,10703554,"Park UNG JEONG","2023-07-24 02:50:56",0.78468,3,parkungjeong
1597,10703543,superdogvolt,"2023-07-24 02:52:18",0.78468,3,superdogvolt
1598,10703566,KimWoosung,"2023-07-24 02:54:01",0.78468,4,gammonn
1599,10716310,"YM K3368","2023-07-24 02:59:00",0.78468,1,ymk3368
1600,10703547,Yunsomee,"2023-07-24 03:02:44",0.78468,2,yunsomee
1601,8113392,"Park Ji Kyun","2023-07-24 03:03:23",0.78468,1,parkjikyun
1602,10703555,Lakhota,"2023-07-24 03:03:44",0.78468,2,lakhota
1603,10717506,JiannanWang34,"2023-07-24 09:17:59",0.78468,1,jiannanwang34
1604,10712874,enriquezaf,"2023-08-02 21:23:02",0.78468,57,enriquezaf
1605,10719587,"Richard Valino","2023-07-24 21:02:12",0.78468,10,richardvalino
1606,10719623,"Mateo Hasane Vega Garcia","2023-07-24 20:58:34",0.78468,1,mateohv
1607,10719193,"Mariana Kuckirová","2023-07-24 21:33:02",0.78468,4,marianakuckirov
1608,10720522,"ss mark","2023-07-31 03:52:40",0.78468,2,ssmark
1609,10720775,knnddd,"2023-07-25 05:18:17",0.78468,1,knnddd
1610,10720780,"Nobumasa Ampuku","2023-07-31 03:14:04",0.78468,6,nobumasaampuku
1611,10707982,"Yian Yao","2023-07-25 06:47:23",0.78468,10,yianyao
1612,10721441,tomozart21,"2023-07-25 08:31:20",0.78468,1,tomozart21
1613,10721403,玉玦likemlxy,"2023-07-25 15:33:46",0.78468,8,likemlxy
1614,9681904,Graphex,"2023-07-25 15:37:49",0.78468,2,graphex
1615,10722848,"James G Lang","2023-07-25 15:41:06",0.78468,4,jamesglang
1616,10436125,APTShark,"2023-07-26 08:00:57",0.78468,14,aptshark
1617,10723742,"Ernesto OchoaS","2023-07-26 20:45:27",0.78468,6,ernestoochoas
1618,10724923,Kozlovskiy,"2023-07-26 06:28:15",0.78468,1,kozlovskiy
1619,10620481,"Kosei F","2023-07-26 07:14:59",0.78468,9,koseif
1620,3349080,"Federico Croce","2023-07-26 15:00:13",0.78468,2,leinhart
1621,10727031,"Usama Mughal","2023-07-26 17:37:12",0.78468,5,usamamughal2
1622,10220829,"Alexandr Shuravin","2023-07-26 20:52:53",0.78468,5,alexandrshuravin
1623,3625834,"aiko bando","2023-07-27 01:19:48",0.78468,19,aik0asdfghjk
1624,8006718,clAmz_masop,"2023-07-27 02:46:26",0.78468,3,clamzmasop
1625,10728798,浅野弘和,"2023-07-27 05:26:30",0.78468,1,asano0424
1626,10728467,OUGUANGYE,"2023-07-28 03:17:36",0.78468,14,ouguangye
1627,9392917,"Yo Takanashi","2023-08-03 07:05:27",0.78468,3,leaf47
1628,10520637,ChloeL999,"2023-07-27 10:45:13",0.78468,1,chloel999
1629,9684100,kwongihyun,"2023-07-28 00:05:44",0.78468,1,kwongihyun
1630,10732550,LAFLAME1230,"2023-07-28 08:42:53",0.78468,3,laflame1230
1631,10731032,"Samuel Senne","2023-07-28 22:59:34",0.78468,6,samuelsenne
1632,10628527,mummyee,"2023-07-29 00:57:24",0.78468,22,mummyee
1633,10730795,"Shalini Ramesh Babu","2023-07-29 13:16:27",0.78468,7,shalinirameshbabu
1634,10737472,GennadyShabanov,"2023-07-29 16:33:00",0.78468,4,altus88
1635,10686403,Marwyk,"2023-07-29 20:56:25",0.78468,4,marwyk
1636,5825818,"Maksym Omelchenko","2023-07-31 02:59:10",0.78468,4,masich
1637,10711720,Rajesh1215,"2023-08-23 11:17:13",0.78468,14,rajesh1215
1638,10740108,yuki_take1,"2023-07-30 12:27:29",0.78468,3,yukitake1
1639,10735655,"Maharnab Saikia","2023-07-30 14:22:40",0.78468,6,maharnabsaikia
1640,7086710,"Nadav Es","2023-07-30 14:56:03",0.78468,3,nadaves
1641,10740893,"Sandro Guariglia","2023-07-30 17:56:34",0.78468,10,sandroguariglia
1642,10735289,Nevrewind,"2023-07-31 10:35:24",0.78468,3,nevrewind
1643,10741253,MattLaraia,"2023-08-01 01:04:16",0.78468,14,mattlaraia
1644,10743011,"HOU HUAWEI","2023-07-31 09:55:58",0.78468,1,houhuawei
1645,10743169,"August Dahl","2023-07-31 11:02:39",0.78468,2,augustdahl
1646,10607921,Commanman2077,"2023-08-02 11:59:55",0.78468,16,commanman2077
1647,3716836,lhernand,"2023-07-31 17:33:54",0.78468,3,lhernand
1648,10744821,"Peter Matov","2023-07-31 19:49:52",0.78468,1,petermatov
1649,10717912,"João L. Harres","2023-07-31 22:47:56",0.78468,41,joaolharres
1650,10745743,yuumaa71,"2023-08-01 03:25:30",0.78468,1,yuumaa71
1651,10741680,"King Massage Pigeon","2023-08-01 07:06:16",0.78468,6,kingmassagepigeon
1652,10746867,kooqooo,"2023-08-01 09:00:25",0.78468,4,kooqooq
1653,10747695,durchdenwind,"2023-08-07 11:44:44",0.78468,2,durchdenwind
1654,9828806,"hiroyuki shoji","2023-08-14 02:39:04",0.78468,4,hiroyukishoji
1655,10649030,"Quang Bui Hong","2023-08-01 17:10:10",0.78468,2,quangbh
1656,10748715,"Arthur ROZAN","2023-08-01 17:27:56",0.78468,2,arthurrozan
1657,10712410,"Md. Abu Sayed","2023-08-02 03:29:17",0.78468,8,sayedshaun
1658,9065328,JiaWeiLiu,"2023-08-02 03:33:56",0.78468,11,ben4602414
1659,868028,YongDamKim,"2023-08-02 05:37:24",0.78468,1,emphymachine
1660,10528746,davidlee7369,"2023-08-02 11:10:18",0.78468,10,davidlee7369
1661,10744071,"Muhammad Awais Tayyab","2023-08-27 11:06:37",0.78468,32,muhammadawaistayyab
1662,10752286,"CHANDHURU BASKAR","2023-08-02 17:34:28",0.78468,4,chandhurubaskar
1663,10751112,"leul assaminew","2023-08-02 15:52:43",0.78468,4,leulassaminew
1664,10736243,"Jonathan Wibowo","2023-08-03 08:42:36",0.78468,17,jonathanwibowo98
1665,10752675,"Seu David","2023-08-02 16:36:38",0.78468,4,seudavid
1666,10752813,"Dayou Wang","2023-08-02 16:45:03",0.78468,1,dayouwang
1667,10666324,"Vladimir Otero Mariño","2023-08-02 21:40:34",0.78468,23,vladimiroteromario
1668,5120616,"Cory Loghry","2023-08-02 22:09:20",0.78468,2,coryloghry
1669,10753927,"Jonathan Li #3","2023-08-03 00:36:06",0.78468,1,jonathanzli
1670,9755155,Asato4931,"2023-08-07 03:26:04",0.78468,7,asato4931
1671,10431169,mim_ansari,"2023-08-03 04:50:09",0.78468,2,mimansari
1672,9915450,rafaelcds,"2023-08-03 15:51:40",0.78468,5,rafaelcds
1673,10757426,"Karim Gheddache","2023-08-03 17:29:54",0.78468,1,karimgheddache
1674,10757871,"Daniel Bronshteyn","2023-08-04 19:55:17",0.78468,7,danielbronshteyn
1675,10750653,"Aleksander Klimczyk","2023-08-04 00:47:22",0.78468,8,aleksanderklimczyk
1676,10745044,jwong-tcsb,"2023-08-19 00:57:04",0.78468,16,jwongtcsb
1677,8796275,"Pavel Leksin","2023-08-04 18:40:23",0.78468,8,pavelleksin
1678,8873445,"mister cobalt","2023-08-04 19:34:49",0.78468,2,mistercobalt
1679,10761959,"Britton Helfert","2023-08-04 21:57:25",0.78468,5,brittonhelfert
1680,6764255,"PRADEEP N","2023-08-05 08:40:34",0.78468,5,pradeep2002
1681,10537762,"Linh Tran #3","2023-08-05 15:56:45",0.78468,10,linhtrab
1682,7001041,"Alex laym","2023-08-07 02:30:08",0.78468,22,alexlaym
1683,10763593,HDUBOY,"2023-08-05 13:29:31",0.78468,3,hduboy
1684,10764871,"Gateway Adam","2023-08-05 22:41:43",0.78468,1,gatewayadam
1685,10765043,Ctrlcv,"2023-08-06 01:54:42",0.78468,1,ctrlcv1
1686,10693664,shuvaev72,"2023-08-13 12:18:34",0.78468,10,shuvaev
1687,10661065,AndyLiao921009,"2023-08-06 14:24:53",0.78468,21,andyliao921009
1688,10766108,fanaticize,"2023-08-06 13:36:44",0.78468,6,fanaticize
1689,10636991,"Sameera S Vithanage","2023-08-06 12:44:23",0.78468,7,sameerasvithanage
1690,10756977,"Ludovico Grossi","2023-08-23 09:56:56",0.78468,23,ludovicogrossi
1691,10694849,"Guillaume Arenas","2023-08-11 14:35:27",0.78468,25,guillaumearenas
1692,10766579,zhushiheng,"2023-08-06 14:30:53",0.78468,1,zhushiheng
1693,10543966,"Rayen Bouhaha","2023-08-07 11:08:04",0.78468,1,rayenbouhaha
1694,10769749,"Sean Wolmer","2023-08-07 14:39:44",0.78468,4,seanwolmer
1695,10772464,"Bianco Chiu","2023-08-08 03:16:46",0.78468,1,biancochiu
1696,6481283,"Manish Seal #2","2023-08-08 04:32:46",0.78468,1,eyeofra
1697,10773774,"Mingchao Li","2023-08-08 08:48:55",0.78468,1,mingchaoli
1698,10773502,ArabindaBehera,"2023-08-17 18:36:16",0.78468,7,arabindabehera
1699,10768285,"Luong Vu307","2023-08-12 17:14:38",0.78468,11,luongvu307
1700,10774467,"Joan Zacarias Oliete","2023-08-08 11:43:12",0.78468,1,joanzacariasds
1701,10775634,"Aroofa Nasir #2","2023-08-10 11:01:12",0.78468,9,aroofanasir
1702,10700567,"Vincent Mataragnon","2023-08-09 02:37:45",0.78468,29,vincentmataragnon
1703,10776974,"Ekott Akanimo","2023-08-09 02:47:56",0.78468,1,ekottakanimo
1704,10776996,"Takayuki Michishita","2023-08-18 04:55:11",0.78468,9,takayukimichishita
1705,10777560,userdayo,"2023-08-10 05:02:06",0.78468,4,userdayo
1706,10778370,msintro95,"2023-08-09 10:32:59",0.78468,2,msintro95
1707,10776520,"Marco Berngehrer","2023-08-09 11:33:05",0.78468,13,marcoberngehrer
1708,10779532,"Yanis Fernandez","2023-08-09 16:08:48",0.78468,1,yanisfernandez
1709,10764717,akhilesh37,"2023-08-10 14:01:42",0.78468,17,akhilesh37
1710,10757989,Ktrinr,"2023-08-27 12:11:43",0.78468,31,ktrinr
1711,10781140,Rijrya,"2023-08-10 17:34:09",0.78468,8,rijrya
1712,10780171,"Tasha Lu","2023-08-10 06:07:01",0.78468,4,tashalu
1713,10781413,eijish,"2023-08-10 06:21:38",0.78468,1,eijish
1714,10726030,"Boyuan Zhang0515","2023-08-10 08:25:38",0.78468,11,boyuanzhang0515
1715,10778236,"[Deleted] fe3ca86b-7fd4-4889-80aa-9bf5e2d1cf66","2023-08-10 10:11:04",0.78468,2,del=34606c3fc1ca9ca9
1716,10737122,"Herald Besana","2023-08-12 07:26:07",0.78468,6,heraldbesana
1717,10782768,nyaksha,"2023-08-10 13:19:20",0.78468,1,nyaksha
1718,10731178,"Vivek Jeldi","2023-08-11 17:57:53",0.78468,57,vivekjeldi
1719,10782958,Championg,"2023-08-11 02:33:36",0.78468,2,championg
1720,10707014,"Vamsi Krishna #5","2023-08-19 00:35:25",0.78468,30,vamsiodyssey
1721,10783414,Juvenoia,"2023-08-11 06:57:11",0.78468,9,juvenoia
1722,10785127,FuriaMr,"2023-08-11 09:02:20",0.78468,5,furiamr
1723,10785482,"Charles Gabriel Gavino","2023-08-14 02:24:48",0.78468,7,charlesgabrielgavino
1724,10780250,Ray1119,"2023-08-11 16:49:10",0.78468,1,ray1119
1725,10787565,"Sam Ngiam","2023-08-12 02:47:26",0.78468,12,samngiam
1726,10784706,"Mike Frazzini","2023-08-14 02:04:05",0.78468,5,mikefrazzini
1727,10786980,weijieXuan,"2023-08-17 02:05:46",0.78468,15,weijiexuan
1728,4711477,"Effing Mad","2023-08-13 12:15:42",0.78468,4,effingmad
1729,10764257,Aadhyaarnav@122,"2023-08-12 13:55:16",0.78468,11,aadhyaarnav122
1730,10645827,"Giorgia Dimiccoli","2023-08-12 17:52:27",0.78468,15,giorgiadimiccoli
1731,7141360,"Yorick Herrmann","2023-08-24 05:04:46",0.78468,41,yorickherrmann
1732,10763805,masa0109,"2023-08-13 08:23:24",0.78468,2,masa0109
1733,4840115,KeitaKawai,"2023-08-14 08:02:29",0.78468,14,keitakawai
1734,10782628,avani_12_89_05,"2023-08-13 11:40:59",0.78468,2,avani128905
1735,10749428,"Michael Honrath","2023-08-13 18:27:39",0.78468,6,michaelhonrath
1736,10792780,PUSPKANT,"2023-08-13 19:30:37",0.78468,2,puspkant
1737,10792262,"Sarang Badgujar","2023-08-13 21:11:58",0.78468,3,sarangbadgujar
1738,10791019,cpKakashi,"2023-08-18 00:56:16",0.78468,16,cpkakashi
1739,10794765,"Anurag #5","2023-08-14 10:24:26",0.78468,1,lapmid
1740,10795869,"Yuelin Zhang","2023-08-14 15:23:06",0.78468,1,yuelinzhang2002
1741,10793070,"Harry Stuart Curtis","2023-08-15 10:50:43",0.78468,12,harrystuartcurtis
1742,10769819,DaiMatsu,"2023-08-17 11:28:01",0.78468,3,daimatsu
1743,10795837,"Damian Gortych","2023-08-16 09:01:59",0.78468,9,damiangortych
1744,8966117,vpatryk,"2023-08-15 18:41:00",0.78468,1,vpatryk
1745,10631222,"Kaustav Basu","2023-08-15 19:53:13",0.78468,9,commandante
1746,10262265,"Hüseyin Kalkan","2023-08-15 23:34:12",0.78468,1,hseyinkalkan
1747,10636843,"Sadao HIROSE","2023-08-16 00:28:09",0.78468,4,sadaohirose
1748,10801088,"Shubham Ranga","2023-08-16 04:28:49",0.78468,6,shubhamranga
1749,10742559,xiaogangindex,"2023-08-16 06:18:36",0.78468,26,xiaogangindex
1750,10801801,wad3,"2023-08-16 08:06:10",0.78468,1,hwad2333
1751,10802459,Raghav_402,"2023-08-16 11:51:29",0.78468,1,raghav402
1752,10694781,"Alper Kokcu","2023-08-16 12:47:05",0.78468,6,alperkokcu
1753,10799575,"Ahmet Can ERTEKİN","2023-08-22 14:49:56",0.78468,9,ahmetcanertekn
1754,10803268,argoaimark-kim,"2023-08-16 16:15:53",0.78468,2,argoaimarkkim
